stack,sdma_enabled,benchmark,num_gcds,run,size_bytes,latency_us
eessi,0,osu_alltoall,2,2,256,1.54
eessi,0,osu_alltoall,2,2,512,24.71
eessi,0,osu_alltoall,2,2,1024,28.84
eessi,0,osu_alltoall,2,2,2048,28.46
eessi,0,osu_alltoall,2,2,4096,13.99
eessi,0,osu_alltoall,2,2,8192,15.05
eessi,0,osu_alltoall,2,2,16384,15.20
eessi,0,osu_alltoall,2,2,32768,16.77
eessi,0,osu_alltoall,2,2,65536,17.26
eessi,0,osu_alltoall,2,2,131072,20.21
eessi,0,osu_alltoall,2,2,262144,37.04
eessi,0,osu_alltoall,2,2,524288,60.77
eessi,0,osu_alltoall,2,2,1048576,43.04
eessi,0,osu_alltoall,2,3,1,1.59
eessi,0,osu_alltoall,2,3,2,1.57
eessi,0,osu_alltoall,2,3,4,1.52
eessi,0,osu_alltoall,2,3,8,1.52
eessi,0,osu_alltoall,2,3,16,1.52
eessi,0,osu_alltoall,2,3,32,1.52
eessi,0,osu_alltoall,2,3,64,1.53
eessi,0,osu_alltoall,2,3,128,1.54
eessi,0,osu_alltoall,2,3,256,1.56
eessi,0,osu_alltoall,2,3,512,24.66
eessi,0,osu_alltoall,2,3,1024,28.64
eessi,0,osu_alltoall,2,3,2048,28.49
eessi,0,osu_alltoall,2,3,4096,13.84
eessi,0,osu_alltoall,2,3,8192,14.63
eessi,0,osu_alltoall,2,3,16384,15.52
eessi,0,osu_alltoall,2,3,32768,15.64
eessi,0,osu_alltoall,2,3,65536,16.92
eessi,0,osu_alltoall,2,3,131072,20.02
eessi,0,osu_alltoall,2,3,262144,36.86
eessi,0,osu_alltoall,2,3,524288,61.53
eessi,0,osu_alltoall,2,3,1048576,43.20
eessi,0,osu_alltoall,2,4,1,1.59
eessi,0,osu_alltoall,2,4,2,1.57
eessi,0,osu_alltoall,2,4,4,1.52
eessi,0,osu_alltoall,2,4,8,1.51
eessi,0,osu_alltoall,2,4,16,1.52
eessi,0,osu_alltoall,2,4,32,1.52
eessi,0,osu_alltoall,2,4,64,1.53
eessi,0,osu_alltoall,2,4,128,1.53
eessi,0,osu_alltoall,2,4,256,1.55
eessi,0,osu_alltoall,2,4,512,24.66
eessi,0,osu_alltoall,2,4,1024,28.61
eessi,0,osu_alltoall,2,4,2048,28.36
eessi,0,osu_alltoall,2,4,4096,13.72
eessi,0,osu_alltoall,2,4,8192,14.69
eessi,0,osu_alltoall,2,4,16384,15.02
eessi,0,osu_alltoall,2,4,32768,15.88
eessi,0,osu_alltoall,2,4,65536,17.00
eessi,0,osu_alltoall,2,4,131072,20.00
eessi,0,osu_alltoall,2,4,262144,37.46
