stack,sdma_enabled,pair_label,node_a,node_b,gcd_a,gcd_b,hop_class,nic_class,run,size_bytes,latency_us
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,2048,3.76
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,4096,3.88
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,8192,7.15
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,16384,7.55
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,32768,8.35
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,65536,9.67
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,131072,12.38
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,262144,17.77
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,524288,28.59
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,1048576,50.24
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,2097152,93.33
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,4194304,179.66
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,1,19.83
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,2,19.79
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,4,19.84
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,8,19.83
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,16,19.80
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,32,19.86
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,64,19.81
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,128,20.40
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,256,3.33
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,512,3.48
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,1024,3.55
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,2048,3.62
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,4096,3.68
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,8192,7.23
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,16384,7.55
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,32768,8.38
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,65536,9.68
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,131072,16.02
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,262144,17.78
