
################################################################
# intra_pkg_OAM0   GCD(0,1)   tier=intra_pkg   num_links=4
# Hypothesis: intra-package, 4 links, ~100 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.79
2                       9.39
4                      18.92
8                      37.78
16                     75.57
32                    146.89
64                    284.26
128                   548.33
256                   540.43
512                   970.59
1024                  893.36
2048                 1755.59
4096                 3413.86
8192                 2887.80
16384                5407.84
32768               10138.86
65536               17650.97
131072              28463.13
262144              40512.01
524288              51415.65
1048576             58982.45
2097152             63455.42
4194304             65219.00

################################################################
# inter_pkg_1link_15   GCD(1,5)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.60
2                       9.13
4                      18.15
8                      36.20
16                     72.29
32                    140.09
64                    274.40
128                   523.21
256                   511.49
512                   923.29
1024                  882.54
2048                 1758.51
4096                 3468.75
8192                 2950.21
16384                5535.60
32768               10374.00
65536               18059.85
131072              28863.59
262144              41228.65
524288              51571.55
1048576             59066.50
2097152             63604.03
4194304             65304.83
  [run 3] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.58
2                       9.10
4                      18.23
8                      36.48
16                     73.08
32                    118.72
64                    243.27
128                   485.64
256                   530.14
512                   952.05
1024                  885.10
2048                 1775.48
4096                 3480.45
8192                 2910.85
16384                5515.30
32768               10330.30
65536               18013.18
131072              29026.15
262144              41458.96
524288              52063.08
1048576             59330.43
2097152             63611.54
4194304             65324.39
  [run 4] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.64
2                       9.16
4                      18.35
8                      36.57
16                     73.64
32                    141.58
64                    276.13
128                   525.87
256                   518.38
512                   924.63
1024                  889.82
2048                 1769.10
4096                 3454.10
8192                 2933.21
16384                5527.95
32768               10341.91
65536               17976.17
131072              28659.03
262144              41006.98
524288              51230.07
1048576             58860.69
2097152             63421.57
4194304             65209.36
  [run 5] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.59
2                       9.16
4                      18.36
8                      36.69
16                     73.42
32                    141.65
64                    276.44
128                   529.88
256                   527.03
512                   943.53
1024                  878.41
2048                 1739.72
4096                 3428.12
8192                 2924.88
16384                5524.71
32768               10335.45
65536               17958.48
131072              28697.50
262144              40981.74
524288              51185.19
1048576             58832.63
2097152             63380.67
4194304             65201.87
  [run 6] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.64
2                       9.14
4                      18.25
8                      36.53
16                     73.01
32                    142.03
64                    276.95
128                   530.49
256                   523.45
512                   945.92
1024                  890.08
2048                 1762.41
4096                 3471.17
8192                 2930.06
16384                5521.82
32768               10352.80
65536               17937.47
131072              28709.36
262144              40980.36
524288              51246.78
1048576             58822.89
2097152             63435.66
4194304             65242.50

################################################################
# inter_pkg_1link_37   GCD(3,7)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.59
2                       9.15
4                      18.35
8                      36.70
16                     73.45
32                    140.66
64                    273.58
128                   530.44
256                   521.84
512                   921.79
1024                  865.44
2048                 1716.82
4096                 3382.79
8192                 2855.32
16384                5457.56
32768               10153.30
65536               17733.91
131072              28453.24
262144              40574.30
524288              51567.52
1048576             59029.12
2097152             63524.49
4194304             65265.86
  [run 3] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.75
2                       9.41
4                      18.73
8                      37.73
16                     75.51
32                    145.41
64                    283.40
128                   549.58
256                   534.48
512                   959.31
1024                  899.05
2048                 1781.86
4096                 3507.58
8192                 2844.48
16384                5365.73
32768               10102.16
65536               17656.01
131072              28384.37
262144              40438.12
524288              51526.82
1048576             59133.56
2097152             63518.58
4194304             65288.22
  [run 4] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.57
2                       9.10
4                      18.17
8                      36.22
16                     69.70
32                    134.99
64                    274.24
128                   530.72
256                   503.69
512                   939.83
1024                  887.05
2048                 1754.23
